Open Date,Open Time,Close Time,Duration,Net P&L,Side,Entry Price,Symbol,Executions,Exit Price,First Leg Max,Pivot Low/High,Setup Valid,entry_ts,FLEM Price,FLEM Time,Pivot Price,Pivot Time
2025-04-23,09:33:00 EDT,,180.0,-629.0,long,18985.5,MNQ,2,18954.25,,,no,2025-04-23 13:33:00+00:00,18988.25,,,
2025-04-23,09:41:30 EDT,,540.0,861.0,long,19028.75,MNQ,2,19072.0,,,,2025-04-23 13:41:30+00:00,19113.0,2025-04-23 09:39:00-04:00,18966.75,2025-04-23 09:39:00-04:00
2025-04-23,10:24:00 EDT,,960.0,1431.0,long,19060.0,MNQ,2,19131.75,,,,2025-04-23 14:24:00+00:00,19113.0,2025-04-23 09:39:00-04:00,18966.75,2025-04-23 09:39:00-04:00
2025-04-24,09:39:30 EDT,,3870.0,4571.0,long,18901.0,MNQ,2,19129.75,,,,2025-04-24 13:39:30+00:00,18894.25,2025-04-24 09:32:30-04:00,18846.75,2025-04-24 09:36:00-04:00
2025-04-25,09:32:00 EDT,,240.0,-934.0,short,19290.75,MNQ,2,19337.25,,,no,2025-04-25 13:32:00+00:00,19281.25,,,
2025-04-25,09:48:00 EDT,,780.0,-839.0,short,19275.5,MNQ,2,19317.25,,,,2025-04-25 13:48:00+00:00,19273.75,2025-04-25 09:47:00-04:00,19306.5,2025-04-25 09:47:00-04:00
2025-04-25,10:07:30 EDT,,660.0,666.0,long,19347.25,MNQ,2,19380.75,,,,2025-04-25 14:07:30+00:00,19353.5,,,
2025-04-25,10:31:00 EDT,,480.0,-1119.0,short,19262.75,MNQ,2,19318.5,,,,2025-04-25 14:31:00+00:00,19252.75,2025-04-25 10:24:00-04:00,19305.5,2025-04-25 10:24:30-04:00
2025-04-28,09:33:00 EDT,,660.0,-849.0,short,19538.5,MNQ,2,19580.75,,,no,2025-04-28 13:33:00+00:00,,,,
2025-04-28,10:27:30 EDT,,3930.0,2896.0,short,19493.0,MNQ,2,19348.0,,,,2025-04-28 14:27:30+00:00,19433.0,2025-04-28 10:24:00-04:00,19539.5,2025-04-28 10:25:00-04:00
2025-04-29,09:33:00 EDT,,300.0,-934.0,long,19470.25,MNQ,2,19423.75,,,no,2025-04-29 13:33:00+00:00,19471.5,,,
2025-04-29,09:42:00 EDT,,2040.0,2006.0,long,19457.75,MNQ,2,19558.25,,,,2025-04-29 13:42:00+00:00,19461.5,2025-04-29 09:41:00-04:00,19435.25,2025-04-29 09:41:30-04:00
2025-05-01,09:35:00 EDT,,120.0,-354.0,short,19938.0,MNQ,2,19955.5,,,no,2025-05-01 13:35:00+00:00,19913.0,2025-05-01 09:32:00-04:00,19972.0,2025-05-01 09:33:00-04:00
2025-05-01,09:39:00 EDT,,540.0,-839.0,short,19927.0,MNQ,2,19968.75,,,no,2025-05-01 13:39:00+00:00,19913.0,2025-05-01 09:32:00-04:00,19972.0,2025-05-01 09:33:00-04:00
2025-05-01,09:55:00 EDT,,1140.0,411.0,short,19943.5,MNQ,2,19922.75,,,,2025-05-01 13:55:00+00:00,19888.5,2025-05-01 09:46:00-04:00,19998.0,2025-05-01 09:51:30-04:00
2025-05-01,10:29:00 EDT,,180.0,-374.0,long,20003.0,MNQ,2,19984.5,,,no,2025-05-01 14:29:00+00:00,20004.25,2025-05-01 10:28:00-04:00,19987.0,2025-05-01 10:28:30-04:00
2025-05-01,10:35:00 EDT,,2730.0,2076.0,long,20000.75,MNQ,2,20104.75,,,,2025-05-01 14:35:00+00:00,20004.25,2025-05-01 10:28:00-04:00,19975.0,2025-05-01 10:32:30-04:00
2025-05-02,09:33:30 EDT,,90.0,-704.0,long,20122.25,MNQ,2,20087.25,,,,2025-05-02 13:33:30+00:00,20121.25,2025-05-02 09:32:30-04:00,20100.0,2025-05-02 09:32:30-04:00
2025-05-02,09:36:30 EDT,,210.0,-479.0,short,20066.0,MNQ,2,20089.75,,,no,2025-05-02 13:36:30+00:00,20121.25,2025-05-02 09:32:30-04:00,20061.25,2025-05-02 09:36:00-04:00
2025-05-02,09:45:30 EDT,,150.0,-794.0,long,20110.25,MNQ,2,20070.75,,,no,2025-05-02 13:45:30+00:00,20119.75,2025-05-02 09:42:00-04:00,20077.25,2025-05-02 09:43:00-04:00
2025-05-02,09:51:30 EDT,,270.0,-849.0,short,20051.5,MNQ,2,20093.75,,,no,2025-05-02 13:51:30+00:00,20046.25,2025-05-02 09:50:00-04:00,20091.5,2025-05-02 09:51:00-04:00
2025-05-02,10:06:00 EDT,,1500.0,681.0,long,20129.0,MNQ,2,20163.25,,,,2025-05-02 14:06:00+00:00,20138.0,2025-05-02 10:04:30-04:00,20101.75,2025-05-02 10:04:30-04:00
2025-05-05,09:37:00 EDT,,180.0,-484.0,long,20044.5,MNQ,2,20020.5,,,no,2025-05-05 13:37:00+00:00,20046.5,,,
2025-05-05,09:45:00 EDT,,420.0,-309.0,long,20034.25,MNQ,2,20019.0,,,,2025-05-05 13:45:00+00:00,20046.75,2025-05-05 09:44:00-04:00,20028.75,2025-05-05 09:44:30-04:00
2025-05-05,09:56:00 EDT,,1440.0,746.0,long,20047.0,MNQ,2,20084.5,,,,2025-05-05 13:56:00+00:00,20061.5,2025-05-05 09:50:00-04:00,20008.25,2025-05-05 09:52:00-04:00
2025-05-06,09:42:30 EDT,,270.0,-604.0,long,19855.0,MNQ,2,19825.0,,,no,2025-05-06 13:42:30+00:00,19864.5,,,
2025-05-06,09:49:00 EDT,,60.0,-444.0,long,19821.5,MNQ,2,19799.5,,,no,2025-05-06 13:49:00+00:00,19864.5,2025-05-06 09:46:00-04:00,19801.0,2025-05-06 09:48:00-04:00
2025-05-06,09:59:30 EDT,,210.0,-474.0,short,19761.0,MNQ,2,19784.5,,,,2025-05-06 13:59:30+00:00,19746.75,2025-05-06 09:56:00-04:00,19782.75,2025-05-06 09:56:30-04:00
2025-05-06,10:12:00 EDT,,2340.0,1396.0,long,19830.5,MNQ,2,19900.5,,,,2025-05-06 14:12:00+00:00,19833.0,,,
2025-05-07,09:33:30 EDT,,90.0,-329.0,long,19911.75,MNQ,2,19895.5,,,no,2025-05-07 13:33:30+00:00,19920.0,2025-05-07 09:32:30-04:00,19896.0,2025-05-07 09:32:30-04:00
2025-05-07,09:47:30 EDT,,90.0,-389.0,long,19920.5,MNQ,2,19901.25,,,,2025-05-07 13:47:30+00:00,19920.0,2025-05-07 09:32:30-04:00,19867.25,2025-05-07 09:35:30-04:00
2025-05-07,09:56:00 EDT,,2250.0,866.0,long,19921.75,MNQ,2,19965.25,,,no,2025-05-07 13:56:00+00:00,19920.0,2025-05-07 09:32:30-04:00,19858.0,2025-05-07 09:49:00-04:00
2025-05-09,09:37:30 EDT,,150.0,-294.0,long,20271.25,MNQ,2,20256.75,,,no,2025-05-09 13:37:30+00:00,20274.75,,,
2025-05-09,09:46:00 EDT,,780.0,-614.0,short,20226.0,MNQ,2,20256.5,,,no,2025-05-09 13:46:00+00:00,20223.75,,,
2025-05-09,10:04:00 EDT,,720.0,-514.0,long,20263.0,MNQ,2,20237.5,,,,2025-05-09 14:04:00+00:00,20266.75,2025-05-09 10:03:00-04:00,20256.0,2025-05-09 10:03:30-04:00
2025-05-12,09:34:30 EDT,,3930.0,1361.0,short,20814.75,MNQ,2,20746.5,,,no,2025-05-12 13:34:30+00:00,20809.0,,,
2025-05-14,09:32:00 EDT,,390.0,811.0,long,21339.5,MNQ,2,21380.25,,,no,2025-05-14 13:32:00+00:00,,,,
2025-05-14,09:54:00 EDT,,780.0,-914.0,short,21295.0,MNQ,2,21340.5,,,,2025-05-14 13:54:00+00:00,21277.0,2025-05-14 09:51:30-04:00,21331.0,2025-05-14 09:52:00-04:00
2025-05-16,09:41:00 EDT,,2340.0,-584.0,short,21426.75,MNQ,2,21455.75,,,,2025-05-16 13:41:00+00:00,21402.5,2025-05-16 09:39:00-04:00,21444.0,2025-05-16 09:39:30-04:00
2025-05-20,09:44:30 EDT,,1589.999,501.0,short,21407.75,MNQ,2,21382.5,,,,2025-05-20 13:44:30+00:00,21404.75,2025-05-20 09:37:00-04:00,21439.75,2025-05-20 09:40:00-04:00
2025-05-23,09:53:00 EDT,,2040.0,1346.0,long,20891.5,MNQ,2,20959.0,,,,2025-05-23 13:53:00+00:00,20953.5,2025-05-23 09:43:30-04:00,20843.75,2025-05-23 09:48:00-04:00
2025-05-27,09:58:30 EDT,,3600.0,1241.0,long,21290.75,MNQ,2,21353.0,,,,2025-05-27 13:58:30+00:00,21293.0,2025-05-27 09:55:30-04:00,21280.5,2025-05-27 09:56:00-04:00
2025-05-28,09:37:00 EDT,,480.0,281.0,long,21527.75,MNQ,2,21542.0,,,,2025-05-28 13:37:00+00:00,21530.0,2025-05-28 09:35:00-04:00,21511.0,2025-05-28 09:35:30-04:00
2025-05-28,09:55:30 EDT,,3449.999,676.0,short,21486.25,MNQ,2,21452.25,,,,2025-05-28 13:55:30+00:00,21467.5,2025-05-28 09:52:00-04:00,21504.75,2025-05-28 09:53:00-04:00
2025-05-30,09:36:00 EDT,,1050.0,1121.0,short,21315.5,MNQ,2,21259.25,,,no,2025-05-30 13:36:00+00:00,21312.5,,,
2025-06-02,10:07:00 EDT,,60.0,-839.0,short,21271.25,MNQ,2,21313.0,,,,2025-06-02 14:07:00+00:00,21234.5,2025-06-02 10:02:00-04:00,21305.75,2025-06-02 10:04:00-04:00
2025-06-03,10:12:30 EDT,,3300.0,1161.0,long,21600.0,MNQ,2,21658.25,,,,2025-06-03 14:12:30+00:00,21638.75,2025-06-03 10:07:30-04:00,21557.5,2025-06-03 10:08:30-04:00
2025-06-04,09:34:00 EDT,,960.0,521.0,long,21749.5,MNQ,2,21775.75,,,,2025-06-04 13:34:00+00:00,,,,
2025-06-04,10:36:00 EDT,,180.0,-549.0,long,21754.0,MNQ,2,21726.75,,,no,2025-06-04 14:36:00+00:00,21752.75,2025-06-04 10:34:00-04:00,21741.75,2025-06-04 10:34:30-04:00
2025-06-05,09:38:00 EDT,,690.0,1161.0,short,21790.25,MNQ,2,21732.0,,,,2025-06-05 13:38:00+00:00,21759.5,2025-06-05 09:33:00-04:00,21816.75,2025-06-05 09:34:00-04:00
2025-06-05,10:41:00 EDT,,60.0,-1164.0,short,21772.25,MNQ,2,21830.25,,,no,2025-06-05 14:41:00+00:00,21691.75,2025-06-05 10:29:00-04:00,21810.0,2025-06-05 10:39:00-04:00
2025-06-06,10:00:00 EDT,,1740.0,-999.0,long,21840.0,MNQ,2,21790.25,,,,2025-06-06 14:00:00+00:00,21863.5,2025-06-06 09:56:00-04:00,21803.0,2025-06-06 09:56:30-04:00
2025-06-06,10:32:00 EDT,,120.0,-319.0,short,21780.75,MNQ,2,21796.5,,,no,2025-06-06 14:32:00+00:00,21772.5,2025-06-06 10:29:30-04:00,21791.0,2025-06-06 10:30:00-04:00
2025-06-06,10:46:30 EDT,,1410.999,391.0,long,21829.25,MNQ,2,21849.0,,,,2025-06-06 14:46:30+00:00,21836.5,,,
2025-06-09,09:47:00 EDT,,240.0,-364.0,short,21785.5,MNQ,2,21803.5,,,no,2025-06-09 13:47:00+00:00,21750.25,2025-06-09 09:42:30-04:00,21803.5,2025-06-09 09:45:00-04:00
2025-06-10,10:38:00 EDT,,1260.0,-374.0,long,21873.5,MNQ,2,21855.0,,,no,2025-06-10 14:38:00+00:00,21886.5,2025-06-10 09:43:00-04:00,21830.75,2025-06-10 09:44:00-04:00
2025-06-11,09:43:00 EDT,,390.0,701.0,short,21979.75,MNQ,2,21944.5,,,,2025-06-11 13:43:00+00:00,21960.0,2025-06-11 09:38:00-04:00,22002.25,2025-06-11 09:39:30-04:00
2025-06-12,09:42:00 EDT,,840.0,-434.0,long,21871.75,MNQ,2,21850.25,,,,2025-06-12 13:42:00+00:00,21880.5,2025-06-12 09:41:00-04:00,21859.25,2025-06-12 09:41:00-04:00
2025-06-13,10:27:00 EDT,,541.0,-379.0,short,21657.0,MNQ,2,21675.75,,,,2025-06-13 14:27:00+00:00,21642.0,2025-06-13 10:21:30-04:00,21687.0,2025-06-13 10:24:00-04:00
2025-06-16,09:37:30 EDT,,1830.0,1616.0,long,22078.0,MNQ,2,22159.0,,,,2025-06-16 13:37:30+00:00,21876.0,2025-06-16 09:35:00-04:00,21827.5,2025-06-16 09:35:00-04:00
2025-06-17,10:09:00 EDT,,1380.0,111.0,long,22098.5,MNQ,2,22104.25,,,,2025-06-17 14:09:00+00:00,21802.5,2025-06-17 09:46:30-04:00,21888.75,2025-06-17 10:00:00-04:00
2025-06-18,10:08:00 EDT,,1770.0,1206.0,long,22024.5,MNQ,2,22085.0,,,,2025-06-18 14:08:00+00:00,21801.5,2025-06-18 10:00:00-04:00,21757.0,2025-06-18 10:02:00-04:00
2025-06-20,09:38:30 EDT,,450.0,-279.0,long,22109.25,MNQ,2,22095.5,,,,2025-06-20 13:38:30+00:00,,,,
2025-06-20,09:55:30 EDT,,1950.999,2371.0,short,22039.5,MNQ,2,21920.75,,,,2025-06-20 13:55:30+00:00,,,,
2025-06-23,09:45:00 EDT,,2340.0,2206.0,long,21876.5,MNQ,2,21987.0,,,,2025-06-23 13:45:00+00:00,21885.5,2025-06-23 09:44:00-04:00,21840.75,2025-06-23 09:44:00-04:00
2025-06-24,10:16:00 EDT,,3629.0,856.0,long,22305.25,MNQ,2,22348.25,,,,2025-06-24 14:16:00+00:00,22333.25,2025-06-24 09:52:00-04:00,22265.75,2025-06-24 10:08:30-04:00
2025-06-25,09:39:30 EDT,,570.0,-229.0,long,22534.5,MNQ,2,22523.25,,,,2025-06-25 13:39:30+00:00,22537.75,2025-06-25 09:37:00-04:00,22525.5,2025-06-25 09:38:30-04:00
2025-06-25,10:14:00 EDT,,720.0,-119.0,short,22487.75,MNQ,2,22493.5,,,,2025-06-25 14:14:00+00:00,22486.75,2025-06-25 10:12:30-04:00,22495.0,2025-06-25 10:13:00-04:00
2025-06-26,09:35:00 EDT,,510.0,506.0,short,22534.75,MNQ,2,22509.25,,,,2025-06-26 13:35:00+00:00,22517.0,2025-06-26 09:33:30-04:00,22544.25,2025-06-26 09:34:00-04:00
2025-06-26,10:27:30 EDT,,2970.0,611.0,long,22571.0,MNQ,2,22601.75,,,,2025-06-26 14:27:30+00:00,22575.0,2025-06-26 10:22:30-04:00,22558.0,2025-06-26 10:23:30-04:00
2025-06-27,09:37:00 EDT,,2460.0,1436.0,long,22723.5,MNQ,2,22795.5,,,,2025-06-27 13:37:00+00:00,22728.25,2025-06-27 09:34:00-04:00,22705.5,2025-06-27 09:36:00-04:00
2025-06-30,10:20:30 EDT,,4080.0,286.0,short,22829.5,MNQ,2,22815.0,,,,2025-06-30 14:20:30+00:00,22795.0,2025-06-30 10:12:00-04:00,22854.0,2025-06-30 10:12:30-04:00
2025-07-01,09:54:00 EDT,,180.0,-284.0,long,22831.5,MNQ,2,22817.5,,,,2025-07-01 13:54:00+00:00,22835.0,2025-07-01 09:53:00-04:00,22818.0,2025-07-01 09:53:00-04:00
2025-07-01,10:25:00 EDT,,1410.0,1431.0,short,22788.75,MNQ,2,22717.0,,,,2025-07-01 14:25:00+00:00,22783.0,2025-07-01 10:23:30-04:00,22797.5,2025-07-01 10:24:00-04:00
2025-07-02,09:36:00 EDT,,5669.0,2921.0,long,22679.75,MNQ,2,22826.0,,,,2025-07-02 13:36:00+00:00,22691.0,2025-07-02 09:34:00-04:00,22661.0,2025-07-02 09:35:30-04:00
2025-07-03,09:50:30 EDT,,1470.0,1586.0,long,22972.0,MNQ,2,23051.5,,,,2025-07-03 13:50:30+00:00,22986.0,2025-07-03 09:31:30-04:00,22931.25,2025-07-03 09:42:00-04:00
2025-07-04,09:51:00 EDT,,480.0,-169.0,long,22923.0,MNQ,2,22914.75,,,,2025-07-04 13:51:00+00:00,22929.25,2025-07-04 09:45:00-04:00,22913.75,2025-07-04 09:50:00-04:00
2025-07-04,10:27:00 EDT,,720.0,291.0,long,22924.25,MNQ,2,22939.0,,,,2025-07-04 14:27:00+00:00,22929.25,2025-07-04 09:45:00-04:00,22890.75,2025-07-04 09:58:30-04:00
2025-07-07,09:48:00 EDT,,180.0,-569.0,short,22933.0,MNQ,2,22961.25,,,,2025-07-07 13:48:00+00:00,22900.25,2025-07-07 09:37:30-04:00,22960.0,2025-07-07 09:44:00-04:00
2025-07-07,10:02:30 EDT,,90.0,-584.0,short,22904.25,MNQ,2,22933.25,,,no,2025-07-07 14:02:30+00:00,22900.25,2025-07-07 09:37:30-04:00,22978.0,2025-07-07 09:52:00-04:00
2025-07-08,09:45:00 EDT,,930.0,326.0,short,22904.75,MNQ,2,22888.25,,,,2025-07-08 13:45:00+00:00,22889.0,,,
2025-07-09,10:41:30 EDT,,1800.0,701.0,short,22984.0,MNQ,2,22948.75,,,,2025-07-09 14:41:30+00:00,23007.0,2025-07-09 10:40:00-04:00,22980.25,2025-07-09 10:41:00-04:00
2025-07-11,10:06:00 EDT,,1440.0,586.0,long,22961.25,MNQ,2,22990.75,,,,2025-07-11 14:06:00+00:00,22967.75,2025-07-11 10:00:00-04:00,22948.25,2025-07-11 10:05:00-04:00
2025-07-14,10:52:00 EDT,,2580.0,506.0,long,22972.25,MNQ,2,22997.75,,,,2025-07-14 14:52:00+00:00,22970.75,2025-07-14 10:47:30-04:00,22951.75,2025-07-14 10:47:30-04:00
2025-07-17,09:39:00 EDT,,121.0,-219.0,short,23085.25,MNQ,2,23096.0,,,,2025-07-17 13:39:00+00:00,23065.75,2025-07-17 09:35:30-04:00,23093.75,2025-07-17 09:35:30-04:00
2025-07-17,09:48:30 EDT,,1350.0,711.0,long,23127.5,MNQ,2,23163.25,,,,2025-07-17 13:48:30+00:00,23128.25,2025-07-17 09:43:30-04:00,23115.0,2025-07-17 09:43:30-04:00
2025-07-17,10:30:00 EDT,,2280.0,1536.0,long,23154.25,MNQ,2,23231.25,,,,2025-07-17 14:30:00+00:00,23175.25,2025-07-17 10:24:00-04:00,23114.5,2025-07-17 10:24:00-04:00
2025-07-18,09:44:30 EDT,,210.0,-429.0,short,23271.75,MNQ,2,23293.0,,,,2025-07-18 13:44:30+00:00,23257.25,2025-07-18 09:39:00-04:00,23281.5,2025-07-18 09:41:00-04:00
2025-07-18,10:01:30 EDT,,1080.0,816.0,short,23266.5,MNQ,2,23225.5,,,,2025-07-18 14:01:30+00:00,23257.25,2025-07-18 09:39:00-04:00,23297.75,2025-07-18 09:48:30-04:00
2025-07-21,09:34:00 EDT,,2490.0,1991.0,long,23296.25,MNQ,2,23396.0,,,,2025-07-21 13:34:00+00:00,23299.0,2025-07-21 09:33:00-04:00,23286.25,2025-07-21 09:33:00-04:00
2025-07-23,09:41:00 EDT,,3480.0,946.0,short,23215.0,MNQ,2,23167.5,,,,2025-07-23 13:41:00+00:00,23183.0,2025-07-23 09:35:00-04:00,23237.5,2025-07-23 09:35:00-04:00
2025-07-24,09:34:00 EDT,,720.0,-299.0,short,23355.25,MNQ,2,23370.0,,,,2025-07-24 13:34:00+00:00,23348.5,2025-07-24 09:32:00-04:00,23366.75,2025-07-24 09:32:00-04:00
2025-07-24,10:01:00 EDT,,1080.0,326.0,short,23349.0,MNQ,2,23332.5,,,,2025-07-24 14:01:00+00:00,23333.5,2025-07-24 09:43:30-04:00,23400.75,2025-07-24 09:48:30-04:00
2025-07-25,09:35:30 EDT,,150.0,-579.0,long,23375.0,MNQ,2,23346.25,,,no,2025-07-25 13:35:30+00:00,23375.0,,,
2025-07-25,09:47:00 EDT,,1590.0,771.0,long,23369.25,MNQ,2,23408.0,,,,2025-07-25 13:47:00+00:00,23371.5,2025-07-25 09:45:30-04:00,23362.75,2025-07-25 09:45:30-04:00
2025-07-28,09:43:30 EDT,,1110.0,596.0,long,23491.25,MNQ,2,23521.25,,,,2025-07-28 13:43:30+00:00,23505.0,2025-07-28 09:37:30-04:00,23471.0,2025-07-28 09:40:30-04:00
2025-07-29,10:03:30 EDT,,3089.999,791.0,short,23567.0,MNQ,2,23527.25,,,,2025-07-29 14:03:30+00:00,23556.0,2025-07-29 09:57:00-04:00,23598.0,2025-07-29 09:57:00-04:00
2025-07-30,09:41:00 EDT,,840.0,-454.0,long,23504.0,MNQ,2,23481.5,,,,2025-07-30 13:41:00+00:00,23509.75,2025-07-30 09:38:30-04:00,23481.75,2025-07-30 09:38:30-04:00
2025-07-30,10:22:00 EDT,,2160.0,466.0,long,23503.25,MNQ,2,23526.75,,,,2025-07-30 14:22:00+00:00,23526.5,2025-07-30 09:47:30-04:00,23463.75,2025-07-30 10:12:00-04:00
2025-07-31,10:12:00 EDT,,2280.0,1076.0,short,23657.0,MNQ,2,23603.0,,,,2025-07-31 14:12:00+00:00,23608.25,2025-07-31 09:57:00-04:00,23705.0,2025-07-31 09:58:00-04:00
